"AUTOR,C,45","PERIODO,C,10","OBRA1,C,45","OBRA2,C,45","SUBOBRA,C,45","SUBOBRA2,C,45","DURACION,N,6,2","INSTRUM,C,45","INTERPTE,C,45","DIRECTOR,C,15","ORQUESTA,C,30","CORO,C,45","DISCNUM,C,11","FABRICNUM,C,20","CINTANUM,C,3","COMENT,C,40","NUMERO,N,6,0"
"HAYDN, Joseph",1732-1809,Solo e pensoso H 24b:20 (Arie),,,,"6,14",,,Jordan,Kamorch.Lausanne,, 1757,Ph 9500 929,,,2803
"HAYDN, Joseph",1732-1809,"Son pietosa, son bonina (Arie)",,,,"4,04",,,Jordan,Kamorch.Lausanne,, 1757,Ph 9500 929,,,2804
"HAYDN, Joseph",1732-1809,Sonaten f. Klavier H 16,,Nr.16 Es-Dur,,"0,00",,Boschi,,,, 1138,Supra   50537,,,2859
"HAYDN, Joseph",1732-1809,Sonaten f. Klavier H 16,,Nr.23 F-Dur (alte Nr.38),,"13,57",,Horowitz,,,, 1170 (2LP),CBS    757, 55,,2806
"HAYDN, Joseph",1732-1809,Sono Alcina e sono ancora H 24b:9 (Arie),,,,"4,04",,,Jordan,Kamorch.Lausanne,, 1757,Ph 9500 929,,,2807
"HAYDN, Joseph",1732-1809,Stabat Mater H20:2,,,,"0,00",,,Bernius,Wurtt.Kamorch.Heilbr.,Kamchor Stgt., 1730 (2LP),FSM 43035/6,,,2862
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr. 2 Es-Dur Op.1.2,,"0,00",,,Halasz,Camerata Hungarica,, 1018,Cam 30 024, 36,,2863
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr. 6 C-Dur Op.1.6 (f.Laute),,"0,00",,"Schaffer,Nagora,Blees",,,,  923,FSM 34227,  6,,2864
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr. 8 D-Dur Op.2.2 (f.Laute),,"0,00",,"Schaffer,Nagora,Beyer,Blees",,,,  923,FSM 34227,  3,,2865
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr. 8 D-Dur Op.2.2 (f.Laute),,"0,00",,,Warchal,Slovak.Kamorch.,,  997,Opus 9111 0440,,,2866
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.17 F-Dur Op.3.5,,"0,00",,,,Strauss-Quartett,,  428,Tel  43087,,,2867
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.17 F-Dur Op.3.5 (f.Kamorch.),-(Andante cantabile),"3,20",,,Marriner,Ac.St.M-in-the-Fields,,  904,Ph 6580 066,,,2814
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.17 F-Dur Op.3.5 (f.Kamorch.),-(Andante cantabile),"3,20",,,Marriner,Ac.St.M-in-the-Fields,,  905,Ph 6833 122,,,2815
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.32 C-Dur Op.20.2,,"22,15",,,,Tschech.Philh.Quartett,, 1115,Supra  1 11 0829,,,2816
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.74 g-moll Op.74.3 (Reiterquartett),,"0,00",,,,Strauss-Quartett,,  428,Tel  43087,,,2871
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.77 C-Dur Op.76.3 (Kaiser-Quartett),,"0,00",,,,Strauss-Quartett,,  428,Tel  43087,,,2872
"HAYDN, Joseph",1732-1809,Streichquartette H 3,,Nr.83 B-Dur Op.103 (letztes unv.Quartett),,"0,00",,,,Smetana Quartett,,  582,Supra   50535,,,2873
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,"Nr. 1 C-Dur f.Flote,Oboe u.V'cello",,"10,39",,,,Camerata Musicale Berlin,,  355,None 71109, 63,,2820
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,"Nr.F 2 F-Dur f.Laute,Violine u.V'cello",,"0,00",,"Schaffer,Nagora,Blees",,,,  923,FSM 34227,,,2875
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr. 6 D-Dur Flotentrio Op.100 (38) Nr.1,,"8,10",,"Schulz,W,G,W.",,,, 1421 (2LP),Tel 6.35395,,,2822
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr. 7 G-Dur Flotentrio Op.100 (38) Nr.2,,"9,04",,"Schulz,W,G,W.",,,, 1421 (2LP),Tel 6.35395,,,2823
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr. 8 C-Dur Flotentrio Op.100 (38) Nr.3,,"6,17",,"Schulz,W,G,W.",,,, 1421 (2LP),Tel 6.35395,,,2824
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr. 9 G-Dur Flotentrio Op.100 (38) Nr.4,,"6,09",,"Schulz,W,G,W.",,,, 1421 (2LP),Tel 6.35395,,,2825
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr.10 A-Dur Flotentrio Op.100 (38) Nr.5,,"6,05",,"Schulz,W.G.W.",,,, 1421 (2LP),Tel 6.35395,,,2826
"HAYDN, Joseph",1732-1809,Trios H 4 (f.verschiedene Besetzungen),,Nr.11 D-Dur Flotentrio Op.100 (38) Nr.6,,"6,36",,"Schulz,W.G.W.",,,, 1421 (2LP),Tel 6.35395,,,2827
"HAYDN, Joseph",1732-1809,Divertimenti H14,f.Klavier (Cembalo) u.Streicher (u.Blaser),"Nr.  6 G-Dur f.Klavier,2 Violinen u V'cello",,"12,06",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2828
"HAYDN, Joseph",1732-1809,Divertimenti H14,f.Klavier (Cembalo) u.Streicher (u.Blaser),"Nr.C 1 C-Dur f.Klavier,2Violinen u.Kontrabass",,"8,57",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2829
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  1 (5) g-moll,,"12,30",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2830
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.C 1 (2) C-Dur,,"19,07",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2831
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.F 1 (14) f-moll,,"12,51",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2832
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  2 (17) F-Dur,,"15,00",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2833
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  2 (17) F-Dur,,"13,19",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2834
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  5 (18) G-Dur,,"13,03",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2835
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  5 (18) G-Dur,,"15,21",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2836
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  6 (19) F-Dur,,"12,36",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2837
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  6 (19) F-Dur,,"10,40",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2838
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  7 (20) D-Dur,,"13,29",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2839
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  7 (20) D-Dur,,"14,43",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2840
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  8 (21) B-Dur,,"15,00",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2841
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  8 (21) B-Dur,,"14,33",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2842
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  9 (22) A-Dur,,"10,07",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2843
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.  9 (22) A-Dur,,"14,08",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2844
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 10 (23) Es-Dur,,"9,26",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2845
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 10 (23) Es-Dur,,"10,21",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2846
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 11 (24) Es-Dur,,"13,29",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2847
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 11 (24) Es-Dur,,"14,33",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2848
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 12 (25) e-moll,,"17,24",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2849
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 12 (25) e-moll,,"16,56",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2850
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 13 (26) c-moll,,"18,04",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2851
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 13 (26) c-moll,,"15,20",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2852
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 13 (26) c-moll,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2907
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 14 (27) As-Dur,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2908
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 14 (27) As-Dur,,"18,03",,"Medjimorec,Schnitzler,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2855
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 14 (27) As-Dur,,"21,29",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2856
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"17,57",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2857
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2912
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"18,46",,"Dahler,Graf*,Stark",,,, 1293,Cla 0 412,,,2859
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"16,40",,"Medjimorec,Buchsel*,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2860
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"9,28",,"Sauer,Harnest*,Meier",,,, 1458,Dca 92106,,,2861
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 15 (31) G-Dur,,"18,44",,"Deutsch,Schulz*,Litschauer",,,, 1461,Tel 6.42411,,,2862
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"16,32",,"Deutsch,Schulz*,Litschauer",,,, 1461,Tel 6.42411,,,2863
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"17,30",,"Sauer,Harnest*,Meier",,,, 1458,Dca 92106,,,2864
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"13,20",,"Medjimorec,Buchsel*,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2865
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"17,21",,"Dahler,Graf*,Stark",,,, 1293,Cla 0 412, 50,,2866
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2921
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 16 (30) D-Dur,,"17,10",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2868
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"13,21",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2869
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2924
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"11,54",,"Dahler,Graf*,Stark",,,, 1293,Cla 0 412,,,2871
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"10,32",,"Medjimorec,Buchsel*,Schulz",,,, 1417 (4LP),Tel 6.35332,,,2872
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"19,05",,"Sauer,Harnest*,Meier",,,, 1458,Dca 92106,,,2873
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 17 (29) F-Dur,,"11,33",,"Deutsch,Schulz*,Litschauer",,,, 1461,Tel 6.42411,,,2874
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 18 (32) A-Dur,,"16,00",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2875
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 18 (32) A-Dur,,"15,60",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2876
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 18 (32) A-Dur,,"0,00",,"Weisbrod,Novsak,Basler",,,, 1485 (2LP),RBM 4003/4,,,2931
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 19 (33) g-moll,,"14,40",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2878
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 19 (33) g-moll,,"14,40",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2879
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 20 (34) B-Dur,,"13,37",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2880
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 20 (34) B-Dur,,"13,37",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2881
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 21 (35) C-Dur,,"11,56",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2882
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 21 (35) C-Dur,,"11,56",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2883
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 22 (36) Es-Dur,,"19,40",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2884
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 22 (36) Es-Dur,,"19,40",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2885
"LEKEU, Guillaume",1870-1894,Fantasie f.Orchester (uber zwei Volkslieder),,,,"0,00",,,Quinet,Sinf.Orch.Luttich,, 1239,MXT Om 173008,,,2940
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 23 (37) d-moll,,"19,46",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2887
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 23 (37) d-moll,,"19,46",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2888
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 24 (38) D-Dur,,"13,22",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2889
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 24 (38) D-Dur,,"13,22",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2890
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 25 (39) G-Dur,,"16,37",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2891
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 25 (39) G-Dur,,"16,37",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2892
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 26 (40) fis-moll,,"15,42",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2893
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 26 (40) fis-moll,,"17,31",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2894
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 27 (43) G-Dur,,"17,16",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2895
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 27 (43) G-Dur,,"17,16",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2896
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 28 (44) E-Dur,,"17,09",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2897
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 28 (44) E-Dur,,"17,09",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2898
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 29 (45) Es-Dur,,"17,39",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2899
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 29 (45) Es-Dur,,"17,39",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2900
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 30 (42) Es-Dur,,"15,40",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2901
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 30 (42) Es-Dur,,"17,40",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2902
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 31 (41) es-moll,,"12,58",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2903
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 31 (41) es-moll,,"12,58",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2904
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 32 (31) G-Dur,,"13,04",,,,Beaux Arts Trio,, 1377 (5LP),Ph 6747 415,,,2905
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 32 (31) G-Dur,,"13,04",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2906
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 34 (11) E-Dur,,"12,14",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2907
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 35 (10) A-Dur,,"12,49",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2908
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 36 (12) Es-Dur,,"10,52",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2909
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 37 (1) F-Dur,,"15,07",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2910
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 38 (13) B-Dur,,"12,43",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2911
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 39 (4) F-Dur,,"10,39",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2912
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 40 (6) F-Dur,,"10,36",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2913
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr. 41 (7) G-Dur,,"17,04",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2914
"HAYDN, Joseph",1732-1809,"Trios H15 (f.Klavier,Violine (Flote) u.",Violoncello),Nr.deest D-Dur (Urheberschaft angezweifelt),,"6,16",,,,Beaux Arts Trio,, 1388 (14L),Ph 6768 077,,,2915
"HAYDN, Joseph",1732-1809,"Vada adagio,Signorina H 24b:12 (Arie)",,,,"4,34",,,Jordan,Kamorch.Lausanne,, 1757,Ph 9500 929,,,2916
"HAYDN, Joseph",1732-1809,Der Apotheker H28:3 (Lo Speziale) Oper,,Ouverture,"(Presto,Andante,Presto)","6,58",,,Goberman,Orch.Wien.Staatsop.,,  252,Odys 32 160006,,,2917
"HAYDN, Joseph",1732-1809,Divertimento f.Violoncello (u.Orchester),(Orchestrated by Dahl),,,"0,00",V'cello,Piatigorsky,Lateiner,Heifetz-Piatigosky Concerts,,  373,RCA  2770,,,2972
"HAYDN, Joseph",1732-1809,Serenade,,,,"5,15",,,Redel,Pro Arte Orch.Munchen,,  642,Ang 36148,,,2919
"HAYDN, Michael",1737-1806,Divertimenti,,"P 92 B-Dur f.Oboe,Fagott,Violine,Viola u.",Kontrabass,"0,00",,,Laurer,Kam.Musik-V.Zurich,, 1257,Schw  1 013,,,2974
"HAYDN, Michael",1737-1806,Divertimenti,,P114 G-Dur (irrt.J.Haydn als Div.H2:G1 zug.),,"12,03",,,,Mitgl.Wien.Oktett,,Q 631,Dec 436 222-2,,,2921
"HAYDN, Michael",1737-1806,"Konzert f.Cembalo (Orgel),Viola u.Str. P 55",C-Dur,,,"0,00","Cembalo,Viola","Wallfisch,Wallfisch",Faerber,Wurtt.Kamorch.Heilbr.,,  842,FSM 34079,,,2976
"HAYDN, Michael",1737-1806,Konzert f.Flote u.Orchester D-Dur (1766),,,,"21,20",Flote,Kovacs,Sandor,Gyor Philh.Orch.,, 1039,Hun 11530,,,2923
"HAYDN, Michael",1737-1806,Konzert f.Posaune u.Orchester d-moll,,,,"14,16",Posaune,Rosin,Entremont,Wiener Kamorch.,, 1786,Tel 6.42532,,,2924
"HAYDN, Michael",1737-1806,Konzert f.Horn u.Orchester D-Dur,,,,"14,21",Horn,Tuckwell,Marriner,Ac.St.M-in-the-Fields,,Q 631,Dec 436 222-2, 34,,2925
"HAYDN, Michael",1737-1806,Konzert f.Horn u.Orchester D-Dur,,,,"15,50",Horn,Tuckwell,Tuckwell,English Chamb.Orch.,, 1344,EMI 063  03362,,,2926
"HAYDN, Michael",1737-1806,Konzert f.Horn u.Orchester D-Dur,,,,"16,19",Horn,Baumann,Talmi,Philh.Hungarica,, 1426,Tel 6.42418,,,2927
"CAMBINI, Giovanni Giuseppe",1746-1825,Konzerte f.Klavier u.Orchester Op.15,,Nr.1 B-Dur,,"14,41",Klavier,Redondi,Vaglieri,Kamorch.Milano,,Q 590,Fono Nu 7059,,,2928
"HAYDN, Michael",1737-1806,Konzerte f.Trompete u.Orchester,,Nr.1 D-Dur,,"10,28",Trompete,Andre,Stadlmair,Munchen.Kamorch.,,  860,DG  198 415,,,2929
